Name,University Name,Age,course,How frequently do you use AI?,Which Generative AI tool do you use?,Should curriculum be modified keeping AI in mind?
Aditya Kumar,Anna Univ.,18,commerce,Often (At least once a week),DALL-E,Yes
Ayaan Patel,Univ. Of Delhi,24,arts,Often (At least once a week),ChatGPT,Yes
Ira Kumar,Univ. Of Delhi,24,others,Never,Elicit,Yes
Reyansh Rao,Jadavpur Univ.,24,others,Often (At least once a week),Others,Yes
Arjun Mehta,Anna Univ.,21,commerce,Rarely (A few times a semester at most),Others,Yes
Shanaya Desai,IIsc,18,arts,Sometimes (At least once a month),DALL-E,No
Aarohi Mehta,Univ. Of Delhi,18,others,Often (At least once a week),ChatGPT,No
Diya Gupta,IIsc,18,arts,Never,Research Rabbit,Yes
Krishna Naidu,Anna Univ.,22,science,Often (At least once a week),DALL-E,Yes
Arjun Mehta,Anna Univ.,24,science,Often (At least once a week),Research Rabbit,No
Ananya Pandey,Univ. Of Delhi,19,arts,Rarely (A few times a semester at most),DALL-E,No
Krishna Desai,Univ. Of Delhi,18,science,Never,DALL-E,No
Reyansh Chopra,Jadavpur Univ.,25,science,Sometimes (At least once a month),Bing AI,No
Pihu Das,Anna Univ.,18,science,Rarely (A few times a semester at most),ChatGPT,No
Saanvi Pandey,VIT(Vellore),25,others,Sometimes (At least once a month),ChatGPT,No
Vivaan Kumar,Manipal Univ.,18,arts,Never,Grammarly,No
Saanvi Singh,IIsc,19,science,Never,Grammarly,Yes
Lakshmi Chopra,Univ. Of Delhi,21,science,Often (At least once a week),Bing AI,No
Pihu Pandey,IIsc,21,science,Sometimes (At least once a month),Bing AI,No
Ananya Singh,Anna Univ.,21,commerce,Rarely (A few times a semester at most),Others,No
Saanvi Nair,Anna Univ.,24,others,Rarely (A few times a semester at most),Midjourney,Yes
Shanaya Kapoor,Univ. Of Delhi,25,others,Sometimes (At least once a month),Grammarly,No
Aditya Desai,Univ. Of Delhi,22,arts,Often (At least once a week),Grammarly,Yes
Sai Sharma,Jadavpur Univ.,19,commerce,Sometimes (At least once a month),ChatGPT,Yes
Ishaan Reddy,Anna Univ.,22,science,Often (At least once a week),Others,No
Diya Mishra,Univ. Of Delhi,24,science,Never,Bing AI,Yes
Ayaan Singh,Univ. Of Delhi,20,others,Rarely (A few times a semester at most),Elicit,No
Vivaan Das,Jadavpur Univ.,25,commerce,Never,Grammarly,No
Lakshmi Singh,Anna Univ.,20,commerce,Sometimes (At least once a month),ChatGPT,Yes
Pihu Das,IIsc,25,arts,Rarely (A few times a semester at most),Grammarly,No
Vivaan Pandey,Univ. Of Delhi,23,others,Never,Midjourney,No
Pihu Verma,IIsc,21,commerce,Never,Grammarly,Yes
Krishna Naidu,Anna Univ.,25,arts,Sometimes (At least once a month),Bing AI,Yes
Reyansh Nair,Anna Univ.,19,others,Rarely (A few times a semester at most),Elicit,No
Ira Joshi,Univ. Of Delhi,22,arts,Sometimes (At least once a month),ChatGPT,No
Reyansh Pandey,Univ. Of Delhi,19,science,Never,DALL-E,No
Diya Verma,Jadavpur Univ.,23,science,Often (At least once a week),Others,Yes
Aadhya Kapoor,Anna Univ.,19,arts,Often (At least once a week),Bing AI,Yes
Sai Mehta,VIT(Vellore),23,science,Rarely (A few times a semester at most),Elicit,No
Arjun Naidu,Manipal Univ.,22,science,Sometimes (At least once a month),ChatGPT,No
Lakshmi Nair,IIsc,20,science,Often (At least once a week),ChatGPT,Yes
Pihu Iyer,Univ. Of Delhi,19,others,Never,Elicit,No
Ishaan Verma,IIsc,19,arts,Rarely (A few times a semester at most),Others,Yes
Ira Sharma,Anna Univ.,25,science,Rarely (A few times a semester at most),Midjourney,Yes
Aarav Joshi,Anna Univ.,22,science,Never,ChatGPT,Yes
Lakshmi Singh,Univ. Of Delhi,21,science,Never,Bing AI,No
Diya Iyer,Univ. Of Delhi,20,commerce,Often (At least once a week),Bing AI,No
Vivaan Das,Jadavpur Univ.,21,others,Never,Research Rabbit,Yes
Ananya Bose,Anna Univ.,21,others,Rarely (A few times a semester at most),Others,No
Pihu Desai,Univ. Of Delhi,22,arts,Rarely (A few times a semester at most),Bing AI,No
Reyansh Das,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Research Rabbit,Yes
Krishna Kapoor,Jadavpur Univ.,25,others,Rarely (A few times a semester at most),Grammarly,Yes
Aadhya Verma,Anna Univ.,19,commerce,Sometimes (At least once a month),Others,Yes
Vivaan Gupta,IIsc,18,arts,Often (At least once a week),Elicit,No
Vihaan Bose,Univ. Of Delhi,18,others,Rarely (A few times a semester at most),Research Rabbit,Yes
Aditya Mehta,IIsc,21,arts,Never,Others,Yes
Diya Joshi,Anna Univ.,20,science,Never,Elicit,No
Diya Rao,Anna Univ.,22,science,Sometimes (At least once a month),Others,Yes
Ananya Reddy,Univ. Of Delhi,24,arts,Often (At least once a week),Elicit,Yes
Arjun Patel,Univ. Of Delhi,18,science,Often (At least once a week),Bing AI,No
Ishaan Nair,Jadavpur Univ.,25,science,Never,Grammarly,Yes
Vihaan Reddy,Anna Univ.,18,science,Never,ChatGPT,Yes
Sai Iyer,VIT(Vellore),23,others,Rarely (A few times a semester at most),Grammarly,No
Aarohi Chopra,Manipal Univ.,18,arts,Sometimes (At least once a month),ChatGPT,No
Sai Gupta,IIsc,20,science,Never,Others,No
Ananya Nair,Univ. Of Delhi,25,science,Often (At least once a week),ChatGPT,Yes
Reyansh Iyer,IIsc,23,science,Rarely (A few times a semester at most),Bing AI,Yes
Diya Naidu,Anna Univ.,23,commerce,Often (At least once a week),Research Rabbit,Yes
Diya Naidu,Anna Univ.,18,others,Rarely (A few times a semester at most),Grammarly,No
Vihaan Nair,Univ. Of Delhi,23,others,Often (At least once a week),Elicit,Yes
Ishaan Reddy,Univ. Of Delhi,21,arts,Never,Midjourney,No
Krishna Pandey,Jadavpur Univ.,21,commerce,Sometimes (At least once a month),Elicit,Yes
Ayaan Verma,Anna Univ.,20,science,Often (At least once a week),Grammarly,Yes
Diya Kumar,Univ. Of Delhi,19,science,Never,ChatGPT,No
Krishna Joshi,Univ. Of Delhi,25,others,Sometimes (At least once a month),Research Rabbit,No
Arjun Das,Jadavpur Univ.,21,commerce,Sometimes (At least once a month),Others,No
Saanvi Gupta,Anna Univ.,20,commerce,Never,ChatGPT,No
Krishna Nair,IIsc,18,arts,Never,Elicit,No
Shanaya Naidu,Univ. Of Delhi,20,others,Sometimes (At least once a month),Bing AI,No
Ayaan Sharma,IIsc,20,commerce,Rarely (A few times a semester at most),Elicit,Yes
Aarohi Kumar,IIsc,19,arts,Rarely (A few times a semester at most),Midjourney,No
Ira Sharma,Univ. Of Delhi,22,others,Rarely (A few times a semester at most),Others,No
Diya Patel,IIsc,25,arts,Often (At least once a week),ChatGPT,Yes
Aarohi Mishra,Anna Univ.,23,science,Rarely (A few times a semester at most),Elicit,Yes
Shanaya Singh,Anna Univ.,24,science,Never,Research Rabbit,No
Aditya Naidu,Univ. Of Delhi,25,arts,Often (At least once a week),Midjourney,Yes
Aadhya Nair,Univ. Of Delhi,23,science,Never,Others,Yes
Vihaan Das,Jadavpur Univ.,24,science,Never,Research Rabbit,No
Ayaan Reddy,Anna Univ.,19,science,Sometimes (At least once a month),Bing AI,No
Ira Gupta,IIsc,23,others,Never,Midjourney,No
Diya Joshi,Univ. Of Delhi,21,arts,Sometimes (At least once a month),Elicit,No
Vihaan Sharma,IIsc,20,science,Sometimes (At least once a month),Grammarly,No
Arjun Das,Anna Univ.,20,science,Often (At least once a week),DALL-E,Yes
Ishaan Sharma,Anna Univ.,22,science,Never,Elicit,No
Krishna Mishra,Univ. Of Delhi,23,commerce,Often (At least once a week),Elicit,Yes
Anika Sharma,Univ. Of Delhi,18,others,Often (At least once a week),Research Rabbit,No
Ananya Mishra,Jadavpur Univ.,18,others,Rarely (A few times a semester at most),Midjourney,No
Ira Mehta,Anna Univ.,18,arts,Sometimes (At least once a month),Midjourney,No
Aditya Singh,VIT(Vellore),22,commerce,Often (At least once a week),Elicit,Yes
Aditya Gupta,Manipal Univ.,23,science,Sometimes (At least once a month),Others,No
Ishaan Verma,IIsc,20,science,Often (At least once a week),Others,Yes
Vihaan Das,Univ. Of Delhi,19,others,Rarely (A few times a semester at most),DALL-E,No
Arjun Das,IIsc,23,commerce,Often (At least once a week),Research Rabbit,Yes
Shanaya Bose,Anna Univ.,25,commerce,Never,DALL-E,Yes
Krishna Desai,Anna Univ.,21,arts,Rarely (A few times a semester at most),DALL-E,No
Pihu Iyer,Univ. Of Delhi,18,others,Never,Bing AI,Yes
Ishaan Gupta,Univ. Of Delhi,21,commerce,Sometimes (At least once a month),Bing AI,No
Shanaya Mehta,Jadavpur Univ.,23,arts,Never,ChatGPT,No
Vivaan Reddy,Anna Univ.,19,others,Often (At least once a week),Elicit,Yes
Krishna Mishra,IIsc,19,commerce,Never,Research Rabbit,No
Aadhya Chopra,Univ. Of Delhi,19,science,Never,ChatGPT,Yes
Krishna Nair,IIsc,21,science,Sometimes (At least once a month),Others,No
Ayaan Joshi,Anna Univ.,18,others,Never,Others,Yes
Diya Naidu,Anna Univ.,22,commerce,Never,Midjourney,Yes
Reyansh Pandey,Univ. Of Delhi,25,commerce,Sometimes (At least once a month),Grammarly,Yes
Lakshmi Iyer,Univ. Of Delhi,18,arts,Sometimes (At least once a month),Elicit,Yes
Ayaan Joshi,Jadavpur Univ.,18,others,Never,Bing AI,No
Saanvi Patel,Anna Univ.,19,commerce,Sometimes (At least once a month),Grammarly,Yes
Ayaan Reddy,VIT(Vellore),19,arts,Often (At least once a week),DALL-E,No
Aarohi Nair,Manipal Univ.,23,others,Never,Others,No
Krishna Mehta,IIsc,22,arts,Sometimes (At least once a month),Research Rabbit,Yes
Reyansh Desai,Univ. Of Delhi,19,science,Sometimes (At least once a month),ChatGPT,No
Ayaan Mishra,IIsc,20,science,Rarely (A few times a semester at most),Research Rabbit,Yes
Ananya Patel,Anna Univ.,20,arts,Never,Research Rabbit,No
Sai Kapoor,Anna Univ.,20,science,Often (At least once a week),Others,Yes
Diya Pandey,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),Others,Yes
Saanvi Patel,Univ. Of Delhi,21,science,Sometimes (At least once a month),Elicit,Yes
Lakshmi Chopra,Jadavpur Univ.,24,others,Often (At least once a week),Bing AI,No
Aditya Bose,Anna Univ.,24,arts,Often (At least once a week),Bing AI,Yes
Pihu Pandey,IIsc,19,science,Often (At least once a week),ChatGPT,Yes
Arjun Pandey,Univ. Of Delhi,18,science,Sometimes (At least once a month),Bing AI,Yes
Saanvi Nair,IIsc,24,science,Rarely (A few times a semester at most),Midjourney,Yes
Ishaan Patel,Anna Univ.,20,commerce,Never,Midjourney,Yes
Reyansh Naidu,Anna Univ.,22,others,Rarely (A few times a semester at most),ChatGPT,Yes
Saanvi Singh,Univ. Of Delhi,19,others,Often (At least once a week),Elicit,No
Diya Joshi,Univ. Of Delhi,21,arts,Rarely (A few times a semester at most),Others,Yes
Vihaan Singh,Jadavpur Univ.,23,arts,Often (At least once a week),DALL-E,Yes
Aarohi Mehta,Anna Univ.,21,others,Rarely (A few times a semester at most),Bing AI,No
Saanvi Kapoor,VIT(Vellore),22,commerce,Sometimes (At least once a month),Bing AI,Yes
Pihu Gupta,Manipal Univ.,23,arts,Rarely (A few times a semester at most),Grammarly,No
Ayaan Joshi,IIsc,25,others,Rarely (A few times a semester at most),DALL-E,No
Aarav Gupta,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Others,No
Arjun Sharma,IIsc,20,science,Sometimes (At least once a month),Bing AI,Yes
Arjun Patel,Anna Univ.,20,science,Rarely (A few times a semester at most),DALL-E,No
Diya Rao,Anna Univ.,23,arts,Rarely (A few times a semester at most),ChatGPT,No
Vivaan Desai,Univ. Of Delhi,22,science,Rarely (A few times a semester at most),Midjourney,Yes
Ira Das,Univ. Of Delhi,21,science,Often (At least once a week),Research Rabbit,No
Ira Naidu,Jadavpur Univ.,24,science,Sometimes (At least once a month),Elicit,No
Krishna Singh,Anna Univ.,18,others,Never,Elicit,No
Aditya Naidu,IIsc,24,arts,Sometimes (At least once a month),Research Rabbit,No
Vihaan Joshi,Univ. Of Delhi,21,science,Rarely (A few times a semester at most),Others,Yes
Pihu Joshi,IIsc,19,science,Often (At least once a week),Midjourney,No
Vivaan Mishra,Anna Univ.,23,science,Rarely (A few times a semester at most),Others,Yes
Reyansh Singh,Anna Univ.,18,commerce,Rarely (A few times a semester at most),Others,No
Vihaan Mehta,Univ. Of Delhi,25,others,Often (At least once a week),Midjourney,Yes
Lakshmi Chopra,Univ. Of Delhi,21,others,Never,Others,No
Reyansh Patel,Jadavpur Univ.,25,arts,Often (At least once a week),Research Rabbit,No
Krishna Kumar,Anna Univ.,25,commerce,Never,Grammarly,No
Aarav Singh,VIT(Vellore),18,science,Rarely (A few times a semester at most),DALL-E,Yes
Krishna Sharma,Manipal Univ.,19,science,Sometimes (At least once a month),DALL-E,No
Aarav Iyer,IIsc,18,others,Rarely (A few times a semester at most),Grammarly,No
Krishna Das,Univ. Of Delhi,21,commerce,Sometimes (At least once a month),Elicit,Yes
Lakshmi Patel,IIsc,20,commerce,Often (At least once a week),Bing AI,No
Ishaan Das,Anna Univ.,23,arts,Sometimes (At least once a month),Grammarly,Yes
Ananya Das,Anna Univ.,18,others,Never,DALL-E,No
Ananya Kapoor,Univ. Of Delhi,24,commerce,Rarely (A few times a semester at most),Grammarly,No
Aarohi Joshi,Univ. Of Delhi,24,arts,Rarely (A few times a semester at most),Research Rabbit,Yes
Aarohi Gupta,Jadavpur Univ.,24,others,Rarely (A few times a semester at most),Research Rabbit,No
Pihu Sharma,Anna Univ.,22,arts,Often (At least once a week),DALL-E,Yes
Anika Mishra,IIsc,21,science,Sometimes (At least once a month),Bing AI,Yes
Aarav Iyer,Univ. Of Delhi,24,science,Never,DALL-E,No
Ira Mehta,IIsc,22,arts,Rarely (A few times a semester at most),ChatGPT,Yes
Aarohi Joshi,Anna Univ.,19,science,Rarely (A few times a semester at most),Research Rabbit,Yes
Reyansh Verma,Anna Univ.,19,science,Often (At least once a week),DALL-E,No
Ira Das,Univ. Of Delhi,19,science,Often (At least once a week),Elicit,No
Anika Naidu,Univ. Of Delhi,18,others,Never,Research Rabbit,Yes
Arjun Desai,Jadavpur Univ.,18,arts,Rarely (A few times a semester at most),ChatGPT,No
Aditya Nair,Anna Univ.,18,science,Often (At least once a week),Midjourney,Yes
Aarohi Sharma,VIT(Vellore),18,science,Often (At least once a week),Bing AI,Yes
Ananya Rao,Manipal Univ.,23,science,Often (At least once a week),Elicit,Yes
Lakshmi Kapoor,IIsc,22,commerce,Never,Midjourney,Yes
Aarohi Mehta,Univ. Of Delhi,24,others,Often (At least once a week),ChatGPT,No
Anika Chopra,IIsc,22,others,Never,Others,No
Sai Nair,Anna Univ.,18,arts,Rarely (A few times a semester at most),Bing AI,Yes
Diya Chopra,Anna Univ.,21,commerce,Rarely (A few times a semester at most),ChatGPT,No
Ishaan Rao,Univ. Of Delhi,23,science,Rarely (A few times a semester at most),Research Rabbit,Yes
Arjun Verma,Univ. Of Delhi,24,science,Sometimes (At least once a month),Others,Yes
Ishaan Gupta,Jadavpur Univ.,23,others,Never,Others,Yes
Pihu Das,Anna Univ.,21,commerce,Sometimes (At least once a month),Elicit,Yes
Aarav Naidu,IIsc,24,commerce,Sometimes (At least once a month),Research Rabbit,Yes
Diya Sharma,Univ. Of Delhi,24,science,Never,ChatGPT,Yes
Anika Naidu,IIsc,20,science,Rarely (A few times a semester at most),Midjourney,No
Ishaan Sharma,Anna Univ.,20,others,Never,Others,No
Vivaan Nair,Anna Univ.,19,commerce,Often (At least once a week),ChatGPT,Yes
Shanaya Das,Univ. Of Delhi,22,commerce,Never,DALL-E,Yes
Vivaan Rao,Univ. Of Delhi,20,arts,Rarely (A few times a semester at most),Midjourney,Yes
Aditya Gupta,Jadavpur Univ.,22,others,Rarely (A few times a semester at most),Bing AI,Yes
Krishna Verma,Anna Univ.,21,commerce,Sometimes (At least once a month),Grammarly,No
Lakshmi Desai,VIT(Vellore),22,arts,Often (At least once a week),DALL-E,No
Pihu Das,Manipal Univ.,23,others,Rarely (A few times a semester at most),Grammarly,Yes
Aarohi Singh,IIsc,22,arts,Rarely (A few times a semester at most),Research Rabbit,Yes
Aadhya Gupta,Univ. Of Delhi,20,science,Never,Research Rabbit,No
Pihu Iyer,IIsc,23,science,Rarely (A few times a semester at most),Elicit,No
Saanvi Bose,Anna Univ.,18,arts,Never,Midjourney,No
Ananya Kapoor,Anna Univ.,18,science,Rarely (A few times a semester at most),ChatGPT,No
Lakshmi Sharma,Univ. Of Delhi,19,science,Never,DALL-E,Yes
Arjun Iyer,Univ. Of Delhi,23,science,Never,Bing AI,No
Krishna Das,Jadavpur Univ.,23,others,Never,Grammarly,No
Sai Kapoor,Anna Univ.,18,arts,Often (At least once a week),Grammarly,Yes
Krishna Iyer,IIsc,22,science,Sometimes (At least once a month),Others,No
Aadhya Chopra,Univ. Of Delhi,18,science,Often (At least once a week),Elicit,No
Diya Nair,IIsc,20,science,Often (At least once a week),Bing AI,Yes
Aditya Rao,Anna Univ.,21,commerce,Often (At least once a week),DALL-E,No
Lakshmi Mehta,Anna Univ.,20,others,Never,DALL-E,No
Ayaan Chopra,Univ. Of Delhi,25,others,Rarely (A few times a semester at most),Research Rabbit,Yes
Ayaan Nair,Univ. Of Delhi,24,arts,Never,Others,Yes
Sai Mehta,Jadavpur Univ.,18,arts,Sometimes (At least once a month),Others,Yes
Ananya Naidu,Anna Univ.,25,others,Often (At least once a week),Others,No
Ira Verma,VIT(Vellore),23,commerce,Often (At least once a week),ChatGPT,Yes
Vivaan Mishra,Manipal Univ.,25,arts,Often (At least once a week),Others,No
Vivaan Singh,IIsc,19,others,Never,Others,Yes
Ananya Singh,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Midjourney,No
Aadhya Iyer,IIsc,21,science,Sometimes (At least once a month),Elicit,Yes
Aditya Desai,Anna Univ.,19,science,Often (At least once a week),DALL-E,No
Reyansh Das,Anna Univ.,19,arts,Sometimes (At least once a month),Bing AI,Yes
Reyansh Nair,Univ. Of Delhi,19,science,Rarely (A few times a semester at most),Grammarly,No
Diya Kumar,Univ. Of Delhi,24,science,Often (At least once a week),ChatGPT,No
Shanaya Patel,Jadavpur Univ.,18,science,Often (At least once a week),DALL-E,No
Pihu Iyer,Anna Univ.,25,others,Never,ChatGPT,Yes
Arjun Sharma,Univ. Of Delhi,24,arts,Sometimes (At least once a month),ChatGPT,Yes
Aditya Das,Univ. Of Delhi,23,science,Never,Midjourney,No
Aarav Gupta,Jadavpur Univ.,22,science,Often (At least once a week),Elicit,Yes
Ira Sharma,Anna Univ.,19,science,Rarely (A few times a semester at most),ChatGPT,No
Pihu Rao,IIsc,24,commerce,Sometimes (At least once a month),Research Rabbit,No
Diya Joshi,Univ. Of Delhi,22,others,Never,DALL-E,Yes
Lakshmi Pandey,IIsc,23,others,Often (At least once a week),Bing AI,Yes
Aarohi Singh,Anna Univ.,23,arts,Often (At least once a week),DALL-E,No
Diya Mehta,Anna Univ.,25,commerce,Sometimes (At least once a month),DALL-E,No
Diya Mishra,Univ. Of Delhi,19,science,Often (At least once a week),Midjourney,Yes
Aadhya Mishra,Univ. Of Delhi,21,science,Sometimes (At least once a month),Research Rabbit,No
Reyansh Chopra,Jadavpur Univ.,18,others,Often (At least once a week),Bing AI,Yes
Aarohi Chopra,Anna Univ.,18,commerce,Never,ChatGPT,No
Aditya Desai,VIT(Vellore),19,commerce,Sometimes (At least once a month),Midjourney,Yes
Diya Pandey,Manipal Univ.,21,arts,Often (At least once a week),Bing AI,No
Sai Singh,IIsc,24,others,Never,Midjourney,No
Sai Patel,Univ. Of Delhi,19,commerce,Sometimes (At least once a month),Bing AI,Yes
Vivaan Reddy,IIsc,21,arts,Often (At least once a week),Grammarly,Yes
Arjun Desai,Anna Univ.,23,others,Never,Research Rabbit,Yes
Vihaan Joshi,Anna Univ.,25,arts,Sometimes (At least once a month),DALL-E,No
Ira Pandey,Univ. Of Delhi,24,science,Rarely (A few times a semester at most),Grammarly,No
Pihu Kumar,Univ. Of Delhi,20,science,Rarely (A few times a semester at most),Bing AI,No
Ananya Kapoor,Jadavpur Univ.,20,arts,Rarely (A few times a semester at most),ChatGPT,No
Anika Kapoor,Anna Univ.,23,science,Sometimes (At least once a month),ChatGPT,No
Ishaan Verma,Univ. Of Delhi,23,science,Never,Elicit,Yes
Ishaan Mehta,Univ. Of Delhi,20,science,Never,DALL-E,No
Pihu Mishra,Jadavpur Univ.,22,others,Never,Others,Yes
